"id","title","vote_average","vote_count","status","release_date","revenue","runtime","adult","backdrop_path","budget","homepage","imdb_id","original_language","original_title","overview","popularity","poster_path","tagline","genres","production_companies","production_countries","spoken_languages","keywords"
106646,"The Wolf of Wall Street",8.035,22222,"Released","2013-12-25",3.92e+08,180,"False","/63y4XSVTZ7mRzAzkqwi3o0ajDZZ.jpg",100000000,"http://www.thewolfofwallstreet.com/","tt0993846","en","The Wolf of Wall Street","A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",97.444,"/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg","Earn. Spend. Party.","Crime, Drama, Comedy","EMJAG Productions, Red Granite Pictures, Appian Way, Sikelia Productions","United States of America","English, French","corruption, drug addiction, anti hero, con man, fraud, wall street, based on true story, rise and fall, con artist, money, stockbroker, wealthy, drugs, stripping, hedonism, decadence, corrupt, 1980s, sharemarket fraud, financial market, black monday, joyful"
99861,"Avengers: Age of Ultron",7.276,21754,"Released","2015-04-22",1405403694,141,"False","/6YwkGolwdOMNpbTOmLjoehlVWs5.jpg",365000000,"http://marvel.com/movies/movie/193/avengers_age_of_ultron","tt2395427","en","Avengers: Age of Ultron","When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",96.565,"/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg","A new age has come.","Action, Adventure, Science Fiction","Marvel Studios","United States of America","English","artificial intelligence (a.i.), superhero, based on comic, sequel, superhero team, duringcreditsstinger, marvel cinematic universe (mcu), fictitious country, evil robot"
271110,"Captain America: Civil War",7.4,21541,"Released","2016-04-27",1155046416,147,"False","/wdwcOBMkt3zmPQuEMxB3FUtMio2.jpg",250000000,"https://www.marvel.com/movies/captain-america-civil-war","tt3498820","en","Captain America: Civil War","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",70.741,"/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg","United we stand. Divided we fall.","Adventure, Action, Science Fiction","Marvel Studios","United States of America","Romanian, English, German, Russian","civil war, superhero, based on comic, sequel, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), excited"
49026,"The Dark Knight Rises",7.777,21335,"Released","2012-07-17",1081041287,165,"False","/c3OHQncTAnKFhdOTX7D3LTW6son.jpg",250000000,"http://www.thedarkknightrises.com/","tt1345836","en","The Dark Knight Rises","Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",76.914,"/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg","The Legend Ends","Action, Crime, Drama, Thriller","Syncopy, Legendary Pictures, DC Entertainment, Warner Bros. Pictures","United States of America","English","fight, burglar, hostage, secret identity, crime fighter, superhero, villainess, time bomb, based on comic, cover-up, vigilante, tragic hero, mobile, terrorism, destruction, fighting, criminal underworld, cat burglar, flood"
68721,"Iron Man 3",6.928,21064,"Released","2013-04-18",1215577205,130,"False","/aFTYFqrWp4RS46Twm87l5e0ItYb.jpg",200000000,"https://www.marvel.com/movies/iron-man-3","tt1300854","en","Iron Man 3","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",61.06,"/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg","Unleash the power behind the armor.","Action, Adventure, Science Fiction","Marvel Studios","United States of America","English","california, war on terror, superhero, malibu, based on comic, tennessee, billionaire, aftercreditsstinger, marvel cinematic universe (mcu), christmas, america"
284054,"Black Panther",7.39,21053,"Released","2018-02-13",1349926083,135,"False","/b6ZJZHUdMEFECvGiDpJjlfUWela.jpg",200000000,"https://www.marvel.com/movies/black-panther","tt1825683","en","Black Panther","King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",43.665,"/uxzzxijgPIY7slzFvMotPv8wjKA.jpg","Long live the king.","Action, Adventure, Science Fiction","Marvel Studios","United States of America","English, Korean, Swahili, Xhosa","africa, superhero, based on comic, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
284052,"Doctor Strange",7.427,20935,"Released","2016-10-25",676343174,115,"False","/qUv51IFUvVRAP2379ThmA3eLJx6.jpg",180000000,"http://marvel.com/doctorstrange","tt1211837","en","Doctor Strange","After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",70.535,"/uGBVj3bEbCoZbDjjl9wTxcygko1.jpg","The impossibilities are endless.","Action, Adventure, Fantasy","Marvel Studios","United States of America","English","magic, superhero, training, time, based on comic, sorcerer, doctor, neurosurgeon, wizard, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
76341,"Mad Max: Fury Road",7.582,20911,"Released","2015-05-13",378858340,121,"False","/8yACFuo4OaIiKr9hHFlmPcGalKx.jpg",150000000,"https://www.warnerbros.com/movies/mad-max-fury-road","tt1392190","en","Mad Max: Fury Road","An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",78.319,"/8tZYtuWezp8JbcsvHYO0O46tFbo.jpg","What a Lovely Day.","Action, Adventure, Science Fiction","Kennedy Miller Productions, Warner Bros. Pictures, RatPac Entertainment, Village Roadshow Pictures","Australia, United States of America, South Africa","English","rescue, future, australia, chase, dystopia, post-apocalyptic future, survival, on the run, on the road, convoy, peak oil, dark future"
70160,"The Hunger Games",7.193,20636,"Released","2012-03-12",694394724,142,"False","/yDbyVT8tTOgXUrUXNkHEUqbxb1K.jpg",75000000,"http://www.thehungergames.movie/","tt1392170","en","The Hunger Games","Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",29.577,"/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg","May The Odds Be Ever In Your Favor.","Science Fiction, Adventure, Fantasy","Lionsgate, Color Force","United States of America","English","based on novel or book, revolution, dystopia, female protagonist, bow and arrow, game, archery, death match, forced to kill, based on young adult novel"
315635,"Spider-Man: Homecoming",7.345,20507,"Released","2017-07-05",880166924,133,"False","/fn4n6uOYcB6Uh89nbNPoU2w80RV.jpg",175000000,"http://www.spidermanhomecoming.com","tt2250912","en","Spider-Man: Homecoming","Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",65.88,"/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg","Homework can wait. The city can't.","Action, Adventure, Science Fiction, Drama","Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures","United States of America","English","high school, new york city, washington dc, usa, superhero, based on comic, reboot, aftercreditsstinger, marvel cinematic universe (mcu)"
283995,"Guardians of the Galaxy Vol. 2",7.624,20353,"Released","2017-04-19",863756051,137,"False","/aJn9XeesqsrSLKcHfHP4u5985hn.jpg",200000000,"http://marvel.com/movies/movie/221/guardians_of_the_galaxy_vol_2","tt3896198","en","Guardians of the Galaxy Vol. 2","The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.",67.553,"/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg","Obviously.","Science Fiction, Adventure, Action","Marvel Studios","United States of America","English","superhero, based on comic, sequel, misfit, space, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
1771,"Captain America: The First Avenger",6.995,20269,"Released","2011-07-22",370569774,124,"False","/4NWWpT0jiMUak8r6jfpvG4eBgFU.jpg",140000000,"https://www.marvel.com/movies/captain-america-the-first-avenger","tt0458339","en","Captain America: The First Avenger","During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",43.665,"/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg","When patriots become heroes","Action, Adventure, Science Fiction","Marvel Studios","United States of America","French, Norwegian, English","new york city, nazi, superhero, world war ii, heroism, shield, based on comic, super soldier, period drama, brooklyn, new york city, aftercreditsstinger, marvel cinematic universe (mcu), origin story, soldiers, war"
297761,"Suicide Squad",5.909,20097,"Released","2016-08-03",746846894,123,"False","/zC70x9wqPPtxU99HsoGsxQ8IhSw.jpg",175000000,"http://www.suicidesquad.com/","tt1386697","en","Suicide Squad","From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",35.356,"/xFw9RXKZDvevAGocgBK0zteto4U.jpg","Worst. Heroes. Ever.","Action, Adventure, Fantasy","DC Entertainment, Dune Entertainment, Warner Bros. Pictures, Atlas Entertainment, DC Comics, DC Films, Lin Pictures","United States of America","English, Japanese, Spanish","secret mission, superhero, anti hero, villain, supervillain, dc extended universe (dceu)"
10195,"Thor",6.768,20023,"Released","2011-04-21",449326618,115,"False","/1wOu8rdvPxU1ObHi20VcRhfNpbo.jpg",150000000,"http://thor.marvel.com/","tt0800369","en","Thor","Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",51.277,"/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg","Two worlds. One hero.","Adventure, Fantasy, Action","Marvel Studios","United States of America","English","new mexico, superhero, redemption, banishment, based on comic, brother against brother, norse mythology, aftercreditsstinger, marvel cinematic universe (mcu), worlds collide, god of thunder, fantasy"
10138,"Iron Man 2",6.835,19756,"Released","2010-04-28",623933331,124,"False","/jesRqfL9v6HNnowe795xjmuKUXl.jpg",200000000,"https://www.marvel.com/movies/iron-man-2","tt1228705","en","Iron Man 2","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",84.445,"/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg","It's not the armor that makes the hero, but the man inside.","Adventure, Action, Science Fiction","Marvel Studios, Fairview Entertainment","United States of America","English, Russian, French","technology, superhero, malibu, based on comic, revenge, aftercreditsstinger, marvel cinematic universe (mcu), break out"
284053,"Thor: Ragnarok",7.595,19539,"Released","2017-10-02",855301806,131,"False","/kaIfm5ryEOwYg8mLbq8HkPuM1Fo.jpg",180000000,"https://marvel.com/movies/movie/222/thor_ragnarok","tt3501632","en","Thor: Ragnarok","Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",45.2,"/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg","No hammer. No problem.","Action, Adventure, Science Fiction","Marvel Studios","United States of America","English","superhero, based on comic, sequel, alien planet, female villain, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), norse god, loki"
150540,"Inside Out",7.922,19463,"Released","2015-06-09",857611174,95,"False","/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg",175000000,"http://movies.disney.com/inside-out","tt2096673","en","Inside Out","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",107.292,"/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg","Meet the little voices inside your head.","Animation, Family, Adventure, Drama, Comedy","Pixar, Walt Disney Pictures","United States of America","English","dream, san francisco, california, minnesota, sadness, cartoon, ice hockey, imaginary friend, elementary school, family relationships, memory, family, unicorn, running away, duringcreditsstinger, emotions"
135397,"Jurassic World",6.682,19414,"Released","2015-06-06",1671537444,124,"False","/dF6FjTZzRTENfB4R17HDN20jLT2.jpg",150000000,"http://www.jurassicworld.com/","tt0369610","en","Jurassic World","Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",54.089,"/A0LZHXUzo5C60Oahvt7VxvwuzHw.jpg","The park is open.","Action, Adventure, Science Fiction, Thriller","Amblin Entertainment, Universal Pictures","United States of America","English","island, primal fear, escape, velociraptor, dna, tyrannosaurus rex, animal attack, sequel, dinosaur, creature, park, amusement park, theme park, genetic engineering, raptor, animal horror, mosasaurus"
12445,"Harry Potter and the Deathly Hallows: Part 2",8.105,19183,"Released","2011-07-12",1341511219,130,"False","/n5A7brJCjejceZmHyujwUTVgQNC.jpg",125000000,"https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-2/","tt1201607","en","Harry Potter and the Deathly Hallows: Part 2","Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",110.974,"/c54HpQmuwXjHq2C9wmoACjxoom3.jpg","It all ends here.","Fantasy, Adventure","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America","English","witch, dying and death, saving the world, self sacrifice, magic, school of witchcraft, sorcerer, school, battle, wizard, teenage hero, christmas, based on young adult novel, good versus evil, wizarding world"
297762,"Wonder Woman",7.236,18954,"Released","2017-05-30",822854286,141,"False","/AaABt75ZzfMGrscUR2seabz4PEX.jpg",149000000,"https://www.warnerbros.com/movies/wonder-woman","tt0451279","en","Wonder Woman","An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.",54.628,"/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg","Power. Grace. Wisdom. Wonder.","Action, Adventure, Fantasy","Atlas Entertainment, Cruel & Unusual Films, DC Films","United States of America","German, English","island, hero, strong woman, world war i, empowerment, superhero, feminism, greek mythology, based on comic, female protagonist, period drama, super power, heroine, woman director, female empowerment, 1910s, dc extended universe (dceu)"
102899,"Ant-Man",7.082,18730,"Released","2015-07-14",519311965,117,"False","/1K3JmSNUN8OpjYsCjc0Hy0SYxAb.jpg",130000000,"http://marvel.com/movies/movie/180/ant-man","tt0478970","en","Ant-Man","Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",37.692,"/8YxOIPrabqkQCOKKbuxaz9IcqhO.jpg","Heroes don't get any bigger.","Science Fiction, Action, Adventure","Marvel Studios","United States of America","English","superhero, ant, shrinking, based on comic, heist, miniaturization, miniature people, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
286217,"The Martian",7.678,18525,"Released","2015-09-30",630600000,141,"False","/3dPhs7hUnQLphDFzdkD407VZDYo.jpg",108000000,"https://www.20thcenturystudios.com/movies/the-martian","tt3659388","en","The Martian","During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",76,"/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg","Bring Him Home","Drama, Adventure, Science Fiction","Scott Free Productions, Genre Films","United Kingdom, United States of America","English, Mandarin","spacecraft, planet mars, based on novel or book, nasa, isolation, botanist, alone, survival, space, engineering, stranded, astronaut, struggle for survival, duringcreditsstinger, deep space, potatoes, 2030s"
140607,"Star Wars: The Force Awakens",7.293,18352,"Released","2015-12-15",2068223624,136,"False","/8BTsTfln4jlQrLXUBquXJ0ASQy9.jpg",245000000,"http://www.starwars.com/films/star-wars-episode-vii","tt2488496","en","Star Wars: The Force Awakens","Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",66.772,"/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg","Every generation has a story.","Adventure, Action, Science Fiction","Lucasfilm Ltd., Bad Robot","United States of America","English","android, spacecraft, space opera"
634649,"Spider-Man: No Way Home",7.99,18299,"Released","2021-12-15",1921847111,148,"False","/14QbnygCuTO0vl7CAFmPf1fgZfV.jpg",200000000,"https://www.spidermannowayhome.movie","tt10872600","en","Spider-Man: No Way Home","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",186.065,"/5weKu49pzJCt06OPpjvT80efnQj.jpg","The Multiverse unleashed.","Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, Columbia Pictures","United States of America","English, Tagalog","new york city, hero, showdown, magic, loss of loved one, secret identity, superhero, villain, portal, sequel, vigilante, superhero team, alternate reality, masked vigilante, spider web, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), fight for justice, teen superhero, superhero teamup, returning hero, crossover, teamwork"
263115,"Logan",7.8,18116,"Released","2017-02-28",619021436,137,"False","/9X7YweCJw3q8Mcf6GadxReFEksM.jpg",97000000,"https://www.20thcenturystudios.com/movies/logan","tt3315342","en","Logan","In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",54.194,"/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg","His time has come.","Action, Drama, Science Fiction","Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox","United States of America","English, Spanish","future, experiment, immortality, self-destruction, cyborg, dystopia, superhero, mutant, road trip, based on comic, sequel, super power, neo-western, troubled past, aging superhero, life on the margin"
346364,"It",7.242,18018,"Released","2017-09-06",701800000,135,"False","/tcheoA2nPATCm2vvXw2hVQoaEFD.jpg",40000000,"http://itthemovie.com/","tt1396484","en","It","In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",74.73,"/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg","You’ll float too","Horror, Fantasy","New Line Cinema, Vertigo Entertainment, Lin Pictures, KatzSmith Productions","United States of America","English","small town, based on novel or book, clown, bullying, abandoned house, coming of age, flashback, murder, balloon, maine, school, creature, fear, summer, killer, missing person, death of brother, well, child, demonic, town history, anxious, intense"
